Site and visit,Major Vegetation Group,Latitude,Longitude,Precipitation Seasonality,MAP,MAT,Mean Maximum Temperature Warmest Month,PerSoilP,PerSoilN,Soil Depth,perSoil WHC ,perSand,Topographic relief,Species richness_vouchers,Species richness_intercepts,Pareto alpha,Lognorm sigma,Delta AIC,Simpson,Shannon
SATKAN0002-53689,Eucalypt Open Forests,-35.27211111,138.690175,49,882,14,25.6,0.018,0.156,0.8,13.1,75.3,86.8,49,28,0.475552501,-0.209718187,-18.06664296,0.720483665,1.891571248
SATKAN0003-56996,Eucalypt Woodlands,-35.46094167,138.6040389,48,603,15.4,25,0.015,0.139,0.8,13.5,78.5,184.7,62,26,0.489197049,-0.268369377,-12.39726032,0.717125087,1.800102706
SATKAN0004-56928,Eucalypt Open Woodlands,-34.92716667,139.0381472,48,698,13.6,27.3,0.02,0.126,0.8,13.6,71.5,130.3,73,46,0.671286005,-0.822857413,-39.10498219,0.815847121,2.494012775
SATSTP0001-53557,Tussock Grasslands,-30.56166389,139.4363139,39,204,19.7,35.2,0.032,0.045,0.9,10.7,63.6,24.1,33,13,0.57369082,-0.569436278,-13.37645397,0.694514581,1.461709335
SATSTP0002-53558,Acacia Shrublands,-30.65632778,139.5473556,41,197,19.9,35.2,0.032,0.04,0.9,12.8,66.1,7.7,36,19,0.567890526,-0.551632693,-8.273580997,0.82128009,2.14776759
SATSTP0003-53511,Tussock Grasslands,-29.75528333,138.8491778,36,174,20,35.8,0.027,0.037,0.8,14,62.6,14.9,52,23,0.80405421,-1.068838162,-17.55034174,0.840251487,2.352725118
SATSTP0004-53512,Other Shrublands,-29.79146944,138.8318556,37,173,20.1,35.8,0.035,0.042,0.8,14.5,58.6,5.5,43,23,0.472426805,-0.195805413,7.769856472,0.916970906,2.715673328
SATSTP0005-53513,Other Shrublands,-29.45659722,138.8487972,37,169,20.3,36.3,0.019,0.039,0.8,15.5,77.4,11.7,48,27,0.666999197,-0.813283246,-3.903983075,0.868622449,2.613516147
SATSTP0006-53514,Eucalypt Open Woodlands,-29.5305,138.8167,37,169,20.4,36.3,0.021,0.038,0.8,15.1,69.7,11.5,45,20,0.648887956,-0.771437314,-15.43946163,0.810100766,2.068192526
SATSTP0007-53515,Eucalypt Open Woodlands,-29.53599751,138.8171068,37,170,20.4,36.3,0.019,0.04,0.8,15.1,77,11.7,28,9,0.772529505,-1.018086487,-14.54393735,0.646607855,1.236001267
SATSTP0008-53516,Tussock Grasslands,-29.38785704,138.8813785,37,174,20.3,36.2,0.025,0.037,0.8,14.6,58.3,30.2,30,19,0.77998633,-1.030461676,-15.15324551,0.689771767,1.835342331
VCAMDD0001-57011,"Chenopod Shrublands, Samphire Shrublands and Forblands",-34.98098611,141.6105389,20,318,16.5,32.2,0.022,0.046,1.1,8.5,81.2,23.1,5,3,NA,NA,NA,0.5824828,0.954672133
VCAMDD0002-56990,Casuarina Forests and Woodlands,-34.98229444,141.6514833,20,323,16.4,32.1,0.019,0.067,1,9.4,76.4,24.3,38,15,0.590296418,-0.618471267,-13.43244664,0.728613281,1.647953783
VCAMDD0003-57012,Mallee Woodlands and Shrublands,-34.99829444,141.7283611,20,331,16.4,32.1,0.02,0.052,1.1,7.4,80.7,19.6,25,12,0.433037,-0.003263936,0.553640398,0.707034339,1.653998168
WAACOO0001-53444,Low Closed Forests and Tall Closed Shrublands,-31.39961111,119.5189444,41,298,17.3,33.4,0.009,0.052,0.7,12.7,83.3,22,29,27,0.438963417,-0.034441263,-8.249332397,0.781736514,2.0954365
WAACOO0002-53445,Other Shrublands,-31.40166944,119.6513889,40,289,17.7,33.6,0.015,0.054,0.7,13.1,62,NA,3,1,NA,NA,NA,0,0
WAACOO0003-53447,Mallee Woodlands and Shrublands,-31.39997222,119.6478611,40,289,17.7,33.6,0.012,0.062,0.7,12.9,78,18.5,63,44,0.539755619,-0.459845122,-17.05094583,0.901562934,2.760566603
WAACOO0004-53449,Mallee Open Woodlands and Sparse Mallee Shrublands,-31.39886111,119.6465556,40,289,17.7,33.6,0.013,0.064,0.7,13.3,78.6,20.7,46,34,0.462934402,-0.152402167,-3.753439037,0.88941752,2.702645222
WAACOO0005-53446,Acacia Shrublands,-31.60288056,119.8096056,38,307,17.4,33.1,0.013,0.06,0.6,12.5,79.5,24.7,62,30,0.520840809,-0.392562958,-14.43968133,0.885620993,2.547524839
WAACOO0006-53438,Eucalypt Woodlands,-31.59637778,119.8241222,38,308,17.3,33,0.01,0.057,0.6,12.5,79.6,27.6,32,21,0.438352484,-0.03126622,-3.569747785,0.821800757,2.161752896
WAACOO0007-53440,Mallee Woodlands and Shrublands,-31.60672222,119.8075472,38,307,17.4,33.1,0.011,0.058,0.7,13,76.5,15,47,19,0.499938294,-0.312288523,-8.12423787,0.621599972,1.559384416
WAACOO0008-53442,Mallee Woodlands and Shrublands,-31.596375,119.824125,38,308,17.3,33,0.01,0.057,0.6,12.5,79.6,27.6,48,21,0.48621207,-0.255819726,-8.487765047,0.855539294,2.265976746
WAACOO0009-53443,Other Shrublands,-31.23911389,120.3261083,32,285,17.8,33.3,0.011,0.053,0.7,14.2,79.1,14.9,62,28,0.557568664,-0.519034343,-12.45850983,0.853832369,2.336713229
WAACOO0010-53441,Acacia Shrublands,-31.23180833,120.3298333,32,285,17.8,33.3,0.012,0.052,0.6,13.4,73.4,12.4,74,36,0.737292792,-0.956222153,-30.30956002,0.855859607,2.514194428
WAACOO0011-53439,Callitris Forests and Woodlands,-31.25281389,120.3427917,32,285,17.9,33.3,0.014,0.056,0.8,13.7,69,8.5,30,12,0.629229177,-0.723289366,-13.23641921,0.695142541,1.500372322
WAACOO0012-53462,Eucalypt Woodlands,-31.23736111,120.3322972,32,285,17.8,33.3,0.011,0.048,0.7,13.9,78.1,14.6,44,31,0.611439775,-0.677051373,-23.17506394,0.882893834,2.507746978
WAACOO0016-53459,Other Shrublands,-31.20321667,120.3082167,32,290,17.6,33.2,0.01,0.05,0.7,13.6,82.9,42.4,87,55,0.662857855,-0.803916355,-44.61107128,0.872569221,2.663210072
WAACOO0017-53460,Heathlands,-31.16963611,120.3049306,31,289,17.7,33.3,0.008,0.057,0.7,13.2,76.1,28.4,70,41,0.509647966,-0.350396719,-21.11916113,0.913613342,2.813755591
WAACOO0018-53461,Other Shrublands,-31.195625,120.3178889,31,289,17.7,33.2,0.009,0.05,0.7,13.2,78,36.9,58,44,0.544320978,-0.47538411,-26.87532885,0.865580874,2.486690624
WAACOO0019-53463,Other Shrublands,-31.20710833,120.2651361,32,292,17.6,33.1,0.01,0.043,0.6,13.6,77,18.1,91,43,0.612193172,-0.679064084,-41.70998495,0.835686586,2.306196466
WAACOO0020-53450,Eucalypt Woodlands,-30.192,120.6551389,30,273,18.6,34.5,0.017,0.045,0.7,14.4,75.6,11.1,29,16,0.512736239,-0.36221492,-7.966404339,0.823926454,2.030680756
WAACOO0021-53456,Eucalypt Woodlands,-30.19233333,120.6506111,30,273,18.6,34.5,0.015,0.038,0.7,14.2,78.1,14.1,35,16,0.541579934,-0.466085966,-6.556263255,0.794563254,1.974670611
WAACOO0022-53453,Eucalypt Woodlands,-30.19530556,120.63275,30,273,18.5,34.3,0.016,0.044,0.7,14.1,76.7,16,27,10,0.576388388,-0.577594155,-12.55216541,0.519190658,0.922446334
WAACOO0023-53448,Eucalypt Woodlands,-30.19279417,120.6414669,30,273,18.6,34.3,0.016,0.044,0.7,14.1,76.4,15,28,15,0.49152948,-0.278069459,-6.05513331,0.74953125,1.875654638
WAACOO0024-53451,Acacia Forests and Woodlands,-30.18542222,120.6441389,30,273,18.6,34.5,0.015,0.04,0.7,14.4,79.5,18,39,10,0.555982185,-0.513916642,-12.91168816,0.260831919,0.575990813
WAACOO0025-53452,"Chenopod Shrublands, Samphire Shrublands and Forblands",-30.19511944,120.5987833,28,279,18.4,34.3,0.019,0.042,0.6,14.5,70.4,39,56,34,0.451874752,-0.099532826,4.877992379,0.909951461,2.753088656
WAACOO0026-53454,Acacia Shrublands,-30.53038611,120.6656806,29,283,18,33.6,0.009,0.038,0.7,13.7,79.5,27.7,41,24,0.448952328,-0.085127438,-6.906207944,0.759572558,1.894202145
WAACOO0027-53455,Other Shrublands,-30.50148611,120.6600417,30,285,17.9,33.6,0.012,0.035,0.7,13.2,77,22.1,46,29,0.465175526,-0.162809265,-8.726858618,0.830148131,2.336605612
WAACOO0028-53457,Acacia Shrublands,-30.48758333,120.6581361,30,284,17.9,33.6,0.009,0.038,0.7,13.3,70.2,20.6,59,37,0.570672738,-0.560217617,-21.17769614,0.861443501,2.471875963
WAACOO0029-53458,Acacia Shrublands,-30.43289722,120.6266833,29,283,18,33.8,0.009,0.043,0.6,13.5,78.4,26.1,49,28,0.490366816,-0.273245721,-17.61141718,0.774142213,1.94806108
WAACOO0030-56958,"Chenopod Shrublands, Samphire Shrublands and Forblands",-32.01217222,126.2633917,35,306,16.8,27.7,0.034,0.081,0.7,14,68.7,12,29,17,0.430653571,0.009516605,0.383571624,0.838178547,2.138028243
WAAGVD0001-56960,Acacia Forests and Woodlands,-29.66926389,125.13025,22,181,19.3,34.3,0.02,0.044,0.7,15.1,72.7,5.9,63,22,0.514797186,-0.370022889,2.873646355,0.900219679,2.591614327
WAAHAM0001-56964,Other Shrublands,-31.98483333,128.2852417,28,311,17.3,27.2,0.015,0.061,0.8,11.9,77.3,16,32,17,0.36977771,0.391791919,3.650428345,0.887981055,2.341163381
WAAHAM0002-56941,Other Shrublands,-31.88826111,128.2373306,23,287,17.4,27.5,0.028,0.069,0.7,13.2,71.3,4.4,29,14,0.46646574,-0.168755267,-6.801961943,0.807183901,1.861324725
WAAHAM0003-56959,Tussock Grasslands,-31.7691,128.2880889,21,281,17.1,27.6,0.034,0.077,0.6,13.7,68.4,9.7,36,13,0.546218871,-0.481767436,-11.5849239,0.561685129,1.279054892
WAAHAM0004-56942,"Chenopod Shrublands, Samphire Shrublands and Forblands",-31.95244722,127.2742833,28,285,17.2,27.8,0.037,0.068,0.7,13.2,77.5,2.6,23,20,0.413712765,0.104600533,6.34153384,0.893191812,2.484830719
WAAHAM0005-56961,Acacia Shrublands,-32.22587222,127.4403361,30,312,17.1,27.1,0.018,0.05,0.9,11.9,69.5,25.9,30,21,0.387896971,0.265468763,1.202141582,0.893100253,2.429921599
WAAHAM0006-56944,Mallee Woodlands and Shrublands,-32.21914167,126.3018861,39,317,16.9,27.3,0.015,0.087,0.8,12.4,84,31.9,24,11,0.424568422,0.042797538,-3.329802262,0.370943754,0.916154034
WAALSD0001-53569,Acacia Forests and Woodlands,-25.09664444,120.7239639,60,249,22.4,38.5,0.014,0.026,0.6,13.5,86.9,46.3,49,27,0.582265089,-0.595104606,-28.43297031,0.828713103,2.016491612
WAALSD0002-53570,Heathlands,-25.05720278,120.7392,59,246,22.6,38.7,0.011,0.028,0.5,13.7,91.9,27.9,30,15,0.50733454,-0.341449441,-13.81379398,0.60425013,1.231165422
WAALSD0003-53571,Acacia Forests and Woodlands,-25.26886667,120.6275,57,254,22.2,38.4,0.014,0.029,0.6,13.4,87.6,19.4,34,22,0.46492103,-0.161632513,-2.902712085,0.648388893,1.748620137
WAAMAL0001-56962,Mallee Woodlands and Shrublands,-32.06314167,126.2793083,36,311,16.7,27.5,0.036,0.079,0.7,14.2,76.4,8.4,29,14,0.401660424,0.177129831,-7.624351077,0.846116151,2.02467363
WAAMUR0028-53572,Eucalypt Woodlands,-27.38916111,120.6985861,39,229,20.7,37.2,0.018,0.038,0.6,15,81.5,14.9,43,16,0.687276984,-0.85751798,-22.31779217,0.445880776,0.9806591
WAAMUR0029-53573,Eucalypt Woodlands,-27.39936944,120.6822056,39,230,20.7,37.1,0.014,0.039,0.6,14.8,86.2,20.5,48,16,0.571345966,-0.562282404,-13.95794503,0.31981563,0.830087318
WAAMUR0030-53464,Eucalypt Woodlands,-27.382775,120.6911528,39,229,20.7,37.2,0.017,0.036,0.6,14.9,84.4,14.4,36,17,0.528674443,-0.42101219,-12.11514282,0.675457843,1.571709185
WAAMUR0031-53465,Hummock Grasslands,-27.43861667,120.6555167,39,231,20.6,37,0.014,0.035,0.6,15,84.6,20.3,37,15,0.552972484,-0.504127133,-12.55361829,0.325525994,0.844347739
WAANUL0001-56966,"Chenopod Shrublands, Samphire Shrublands and Forblands",-31.73406667,125.8699444,30,280,17.1,28.7,0.031,0.067,0.7,15,67.6,5.9,31,17,0.482805443,-0.241307744,0.737684083,0.623665913,1.672740523
WAANUL0002-56945,"Chenopod Shrublands, Samphire Shrublands and Forblands",-31.69906944,125.8610556,31,274,17.1,28.8,0.029,0.063,0.7,15.1,76.5,4.1,35,19,0.596202251,-0.635252292,-17.98219223,0.841753104,2.069240594
WAANUL0003-56946,Acacia Forests and Woodlands,-29.71877778,125.3158361,22,181,19.3,34.2,0.023,0.046,0.7,14.7,72.5,4.5,52,27,0.596785194,-0.636890633,-15.67403236,0.890326257,2.502811573
WAANUL0004-56967,Acacia Forests and Woodlands,-29.47343611,127.0719278,20,174,19.1,34.3,0.016,0.046,0.6,14.3,84.8,5.2,48,21,0.664596606,-0.80786328,-16.89655344,0.779542144,1.958655884
WAANUL0005-56931,"Chenopod Shrublands, Samphire Shrublands and Forblands",-30.01226389,127.6902083,16,180,18.4,33.4,0.02,0.051,0.6,14.5,75.1,15.5,23,18,0.452478844,-0.102487343,-1.060576271,0.733742705,1.92546777
WAANUL0006-56929,"Chenopod Shrublands, Samphire Shrublands and Forblands",-30.02556944,127.7309444,16,180,18.3,33.4,0.023,0.045,0.5,13.8,75.1,8,21,10,0.592221673,0.069168672,-10.27884537,0.722338729,1.500692483
WAANUL0007-56932,Eucalypt Woodlands,-30.03548056,127.7895194,16,180,18.3,33.4,0.022,0.045,0.5,14.1,73.7,8.7,28,14,0.483414674,-0.243917989,-7.242901046,0.761383632,1.772739758
WAANUL0008-56933,"Chenopod Shrublands, Samphire Shrublands and Forblands",-30.07225556,127.91645,16,178,18.3,33.3,0.022,0.054,0.5,14.4,73.1,10.8,14,7,0.530308762,-0.42684148,-4.072190283,0.603262542,1.248049621
WAANUL0009-56934,Acacia Forests and Woodlands,-29.65610556,127.0686389,21,176,18.9,33.9,0.017,0.049,0.6,14.7,82.5,14.9,29,17,0.776933253,-1.025423573,-21.09402594,0.728797275,1.748833175
WAAPIL0001-57619,Acacia Forests and Woodlands,-22.60081944,118.2815028,82,399,24.5,38.4,0.024,0.037,0.6,14.2,71.8,25.9,81,59,0.752106528,-0.982936544,-60.15996978,0.898587066,2.806946238
WAAPIL0002-57620,Eucalypt Woodlands,-21.59122222,117.0663583,92,349,26.4,39.7,0.03,0.048,0.5,14.6,67.3,22.9,22,8,0.389314279,0.256083432,-3.776406775,0.341088867,0.750072388
WAAPIL0003-57601,Eucalypt Open Woodlands,-21.54110278,117.0570056,93,354,26.2,39.4,0.024,0.043,0.4,15.3,75.9,39.1,48,9,1.288527633,-1.536455833,-11.68232638,0.775555556,1.772220791
WAAPIL0004-57085,Tussock Grasslands,-21.39493056,117.1698361,92,351,26,39,0.025,0.046,0.7,14.6,62.9,32.3,43,25,0.734199692,-0.950508128,-21.7275672,0.790667076,2.088488822
WAAPIL0005-57618,Eucalypt Woodlands,-21.57123889,117.0562583,94,347,26.5,39.8,0.029,0.06,0.6,14.8,79.5,32.4,34,22,0.407405466,0.142021732,-6.34623405,0.731916579,1.769972558
WAAPIL0006-57600,Eucalypt Open Woodlands,-21.56424444,117.0590972,92,351,26.4,39.7,0.027,0.044,0.5,14.4,81.6,38.1,36,4,NA,NA,NA,0.624846869,1.05745888
WAAPIL0007-57602,Acacia Shrublands,-21.67714167,116.9739917,91,352,26.3,39.8,0.026,0.044,0.6,15.3,72.9,16.7,48,13,0.406588595,0.146953145,-7.313809436,0.750539054,1.643370873
WAAPIL0008-57605,Tussock Grasslands,-21.66288333,117.7047278,94,366,25.9,39.2,0.028,0.048,0.6,14.9,60.2,16.6,41,26,0.517985598,-0.381979826,-9.738745148,0.891711876,2.543495442
WAAPIL0009-57606,Eucalypt Open Woodlands,-21.87279722,117.8244056,95,358,26.4,39.9,0.027,0.044,0.7,12.9,63.1,4.4,58,29,0.85147066,-1.138096852,-46.47070913,0.693177036,1.740953426
WAAPIL0010-57607,Acacia Shrublands,-21.85703333,117.97935,93,363,26.3,39.7,0.023,0.044,0.6,14.8,75.6,21.4,48,13,0.480567686,-0.2316631,-7.118445394,0.691325041,1.487675562
WAAPIL0011-57608,Acacia Shrublands,-21.891925,117.9992861,93,363,26.4,39.8,0.02,0.048,0.7,13.1,65.1,5.1,61,20,0.827011552,-1.103362471,-23.62899067,0.513139902,1.357833788
WAAPIL0012-57609,Mallee Open Woodlands and Sparse Mallee Shrublands,-22.62085833,118.3143028,82,402,24.2,38.2,0.018,0.03,0.5,14.4,74.6,94,43,22,0.641635059,-0.754017084,-18.44932036,0.510867624,1.338344259
WAAPIL0013-57610,Eucalypt Open Woodlands,-22.61085556,118.2939361,83,407,24,38,0.024,0.032,0.3,12.2,82.7,146,49,19,0.691663997,-0.866746695,-21.41657267,0.439345869,1.107320211
WAGCOO0001-53613,Eucalypt Woodlands,-30.43612778,120.6429056,29,282,18.2,33.9,0.01,0.05,0.7,14.2,79.8,23.7,45,18,0.84463467,-1.128591618,-25.54209913,0.439884161,1.128390267
WAGCOO0002-53614,Acacia Shrublands,-30.35099167,120.6426917,29,283,18.2,34,0.01,0.037,0.5,13.4,82.2,31.3,48,25,0.569765814,-0.557428367,-12.42562498,0.631066116,1.651478311
WAGCOO0004-53615,"Chenopod Shrublands, Samphire Shrublands and Forblands",-30.46525833,120.8060833,29,267,18.5,34.1,0.015,0.038,0.7,14.6,76.3,18.7,44,26,0.540087875,-0.460984877,-13.38796211,0.895463031,2.550994304
